,Date,Home Team,Visitor Team,Home Team Score,Visitor Team Score,Point Difference,Home Win,Home Loss
283,2021-02-12T00:00:00.000Z,Sacramento Kings,Orlando Magic,112,123,-11,0,1
284,2021-02-06T00:00:00.000Z,Sacramento Kings,Denver Nuggets,119,114,5,1,0
285,2021-03-02T00:00:00.000Z,Washington Wizards,Memphis Grizzlies,111,125,-14,0,1
286,2021-01-26T00:00:00.000Z,Houston Rockets,Washington Wizards,107,88,19,1,0
287,2021-01-25T00:00:00.000Z,Detroit Pistons,Philadelphia 76ers,119,104,15,1,0
288,2021-01-24T00:00:00.000Z,Indiana Pacers,Toronto Raptors,102,107,-5,0,1
289,2021-02-16T00:00:00.000Z,Boston Celtics,Denver Nuggets,112,99,13,1,0
290,2021-01-20T00:00:00.000Z,Atlanta Hawks,Detroit Pistons,123,115,8,1,0
291,2021-01-23T00:00:00.000Z,Dallas Mavericks,Houston Rockets,108,133,-25,0,1
292,2021-02-24T00:00:00.000Z,Indiana Pacers,Golden State Warriors,107,111,-4,0,1
293,2021-02-03T00:00:00.000Z,Charlotte Hornets,Philadelphia 76ers,111,118,-7,0,1
294,2021-01-31T00:00:00.000Z,Denver Nuggets,Utah Jazz,128,117,11,1,0
295,2021-02-08T00:00:00.000Z,Charlotte Hornets,Houston Rockets,119,94,25,1,0
296,2021-02-20T00:00:00.000Z,Charlotte Hornets,Golden State Warriors,102,100,2,1,0
297,2021-02-14T00:00:00.000Z,Dallas Mavericks,Portland Trail Blazers,118,121,-3,0,1
298,2021-02-05T00:00:00.000Z,Charlotte Hornets,Utah Jazz,121,138,-17,0,1
299,2021-02-28T00:00:00.000Z,Milwaukee Bucks,LA Clippers,105,100,5,1,0
300,2021-02-15T00:00:00.000Z,Indiana Pacers,Chicago Bulls,112,120,-8,0,1
301,2021-02-26T00:00:00.000Z,Miami Heat,Utah Jazz,124,116,8,1,0
302,2021-02-22T00:00:00.000Z,Indiana Pacers,San Antonio Spurs,94,109,-15,0,1
303,2021-02-23T00:00:00.000Z,Cleveland Cavaliers,Atlanta Hawks,112,111,1,1,0
304,2021-02-11T00:00:00.000Z,Detroit Pistons,Indiana Pacers,95,111,-16,0,1
305,2021-02-13T00:00:00.000Z,Phoenix Suns,Philadelphia 76ers,120,111,9,1,0
306,2021-02-19T00:00:00.000Z,Boston Celtics,Atlanta Hawks,121,109,12,1,0
307,2021-03-03T00:00:00.000Z,Cleveland Cavaliers,Indiana Pacers,111,114,-3,0,1
308,2021-03-01T00:00:00.000Z,Orlando Magic,Dallas Mavericks,124,130,-6,0,1
309,2021-02-25T00:00:00.000Z,Philadelphia 76ers,Dallas Mavericks,111,97,14,1,0
310,2021-02-17T00:00:00.000Z,Charlotte Hornets,Chicago Bulls,99,120,-21,0,1
311,2021-01-15T00:00:00.000Z,Detroit Pistons,Washington Wizards,120,91,29,1,0
312,2021-03-02T00:00:00.000Z,Milwaukee Bucks,Denver Nuggets,97,128,-31,0,1
313,2021-03-01T00:00:00.000Z,Houston Rockets,Cleveland Cavaliers,90,101,-11,0,1
314,2021-02-28T00:00:00.000Z,Boston Celtics,Washington Wizards,111,110,1,1,0
315,2021-02-27T00:00:00.000Z,Brooklyn Nets,Dallas Mavericks,98,115,-17,0,1
316,2021-02-03T00:00:00.000Z,San Antonio Spurs,Minnesota Timberwolves,111,108,3,1,0
317,2021-01-22T00:00:00.000Z,San Antonio Spurs,Dallas Mavericks,117,122,-5,0,1
318,2021-01-07T00:00:00.000Z,Denver Nuggets,Dallas Mavericks,117,124,-7,0,1
319,2021-02-23T00:00:00.000Z,Toronto Raptors,Philadelphia 76ers,102,109,-7,0,1
320,2021-02-06T00:00:00.000Z,Philadelphia 76ers,Brooklyn Nets,124,108,16,1,0
321,2021-01-24T00:00:00.000Z,Orlando Magic,Charlotte Hornets,104,107,-3,0,1
322,2021-01-06T00:00:00.000Z,Milwaukee Bucks,Detroit Pistons,130,115,15,1,0
323,2021-03-02T00:00:00.000Z,Miami Heat,Atlanta Hawks,80,94,-14,0,1
324,2021-02-24T00:00:00.000Z,Phoenix Suns,Charlotte Hornets,121,124,-3,0,1
325,2021-02-14T00:00:00.000Z,Charlotte Hornets,San Antonio Spurs,110,122,-12,0,1
326,2021-01-25T00:00:00.000Z,Indiana Pacers,Toronto Raptors,129,114,15,1,0
327,2021-01-27T00:00:00.000Z,New Orleans Pelicans,Washington Wizards,124,106,18,1,0
328,2021-01-09T00:00:00.000Z,Philadelphia 76ers,Denver Nuggets,103,115,-12,0,1
329,2021-02-21T00:00:00.000Z,LA Clippers,Brooklyn Nets,108,112,-4,0,1
330,2021-01-28T00:00:00.000Z,Houston Rockets,Portland Trail Blazers,104,101,3,1,0
331,2021-02-27T00:00:00.000Z,Oklahoma City Thunder,Denver Nuggets,96,126,-30,0,1
332,2021-01-04T00:00:00.000Z,Miami Heat,Oklahoma City Thunder,118,90,28,1,0
333,2021-01-03T00:00:00.000Z,Phoenix Suns,LA Clippers,107,112,-5,0,1
334,2021-01-01T00:00:00.000Z,Denver Nuggets,Phoenix Suns,103,106,-3,0,1
335,2020-12-29T00:00:00.000Z,Indiana Pacers,Boston Celtics,111,116,-5,0,1
336,2021-02-15T00:00:00.000Z,Sacramento Kings,Brooklyn Nets,106,136,-30,0,1
337,2021-02-12T00:00:00.000Z,Denver Nuggets,Oklahoma City Thunder,97,95,2,1,0
338,2021-01-19T00:00:00.000Z,Utah Jazz,New Orleans Pelicans,118,102,16,1,0
339,2021-01-10T00:00:00.000Z,Minnesota Timberwolves,San Antonio Spurs,96,88,8,1,0
340,2021-02-01T00:00:00.000Z,Oklahoma City Thunder,Houston Rockets,106,136,-30,0,1
341,2021-01-08T00:00:00.000Z,Boston Celtics,Washington Wizards,116,107,9,1,0
342,2021-01-23T00:00:00.000Z,Chicago Bulls,Los Angeles Lakers,90,101,-11,0,1
343,2021-02-09T00:00:00.000Z,Utah Jazz,Boston Celtics,122,108,14,1,0
344,2021-01-20T00:00:00.000Z,Charlotte Hornets,Washington Wizards,119,97,22,1,0
345,2021-02-10T00:00:00.000Z,Memphis Grizzlies,Charlotte Hornets,130,114,16,1,0
346,2021-01-15T00:00:00.000Z,Milwaukee Bucks,Dallas Mavericks,112,109,3,1,0
347,2021-01-29T00:00:00.000Z,Washington Wizards,Atlanta Hawks,100,116,-16,0,1
348,2021-02-05T00:00:00.000Z,Oklahoma City Thunder,Minnesota Timberwolves,103,106,-3,0,1
349,2021-03-03T00:00:00.000Z,Philadelphia 76ers,Utah Jazz,131,123,8,1,0
350,2021-01-18T00:00:00.000Z,Toronto Raptors,Dallas Mavericks,116,93,23,1,0
351,2021-02-28T00:00:00.000Z,Miami Heat,Atlanta Hawks,109,99,10,1,0
352,2021-03-04T00:00:00.000Z,San Antonio Spurs,Oklahoma City Thunder,102,107,-5,0,1
353,2021-02-22T00:00:00.000Z,Utah Jazz,Charlotte Hornets,132,110,22,1,0
354,2021-01-30T00:00:00.000Z,Golden State Warriors,Detroit Pistons,118,91,27,1,0
355,2021-02-13T00:00:00.000Z,Golden State Warriors,Brooklyn Nets,117,134,-17,0,1
356,2021-02-16T00:00:00.000Z,Oklahoma City Thunder,Portland Trail Blazers,104,115,-11,0,1
357,2021-02-17T00:00:00.000Z,Boston Celtics,Atlanta Hawks,114,122,-8,0,1
358,2021-02-08T00:00:00.000Z,Denver Nuggets,Milwaukee Bucks,112,125,-13,0,1
359,2021-02-26T00:00:00.000Z,Oklahoma City Thunder,Atlanta Hawks,118,109,9,1,0
360,2021-03-01T00:00:00.000Z,Chicago Bulls,Denver Nuggets,112,118,-6,0,1
361,2021-02-19T00:00:00.000Z,Houston Rockets,Dallas Mavericks,102,93,9,1,0
362,2020-12-31T00:00:00.000Z,Toronto Raptors,New York Knicks,100,83,17,1,0
363,2021-01-09T00:00:00.000Z,Indiana Pacers,Phoenix Suns,117,125,-8,0,1
364,2021-01-05T00:00:00.000Z,LA Clippers,San Antonio Spurs,113,116,-3,0,1
365,2021-01-01T00:00:00.000Z,Milwaukee Bucks,Chicago Bulls,126,96,30,1,0
366,2021-01-15T00:00:00.000Z,Cleveland Cavaliers,New York Knicks,106,103,3,1,0
367,2021-01-22T00:00:00.000Z,Cleveland Cavaliers,Brooklyn Nets,125,113,12,1,0
368,2021-01-03T00:00:00.000Z,Brooklyn Nets,Washington Wizards,122,123,-1,0,1
369,2021-01-02T00:00:00.000Z,Orlando Magic,Oklahoma City Thunder,99,108,-9,0,1
370,2021-01-04T00:00:00.000Z,Toronto Raptors,Boston Celtics,114,126,-12,0,1
371,2021-02-01T00:00:00.000Z,Atlanta Hawks,Los Angeles Lakers,99,107,-8,0,1
372,2020-12-30T00:00:00.000Z,Miami Heat,Milwaukee Bucks,119,108,11,1,0
373,2021-02-12T00:00:00.000Z,Washington Wizards,New York Knicks,91,109,-18,0,1
374,2021-01-08T00:00:00.000Z,Golden State Warriors,LA Clippers,115,105,10,1,0
375,2021-02-14T00:00:00.000Z,Boston Celtics,Detroit Pistons,102,108,-6,0,1
376,2020-12-29T00:00:00.000Z,Miami Heat,Milwaukee Bucks,97,144,-47,0,1
377,2021-02-11T00:00:00.000Z,Houston Rockets,Miami Heat,94,101,-7,0,1
378,2021-01-10T00:00:00.000Z,New York Knicks,Denver Nuggets,89,114,-25,0,1
379,2021-01-11T00:00:00.000Z,Orlando Magic,Milwaukee Bucks,99,121,-22,0,1
380,2021-01-16T00:00:00.000Z,Memphis Grizzlies,Philadelphia 76ers,106,104,2,1,0
381,2021-01-25T00:00:00.000Z,Dallas Mavericks,Denver Nuggets,113,117,-4,0,1
382,2021-01-06T00:00:00.000Z,Orlando Magic,Cleveland Cavaliers,105,94,11,1,0
383,2021-01-29T00:00:00.000Z,San Antonio Spurs,Denver Nuggets,119,109,10,1,0
384,2021-01-18T00:00:00.000Z,Memphis Grizzlies,Phoenix Suns,108,104,4,1,0
385,2021-01-17T00:00:00.000Z,Boston Celtics,New York Knicks,75,105,-30,0,1
386,2021-02-02T00:00:00.000Z,Utah Jazz,Detroit Pistons,117,105,12,1,0
387,2021-02-21T00:00:00.000Z,Cleveland Cavaliers,Oklahoma City Thunder,101,117,-16,0,1
388,2021-01-30T00:00:00.000Z,Chicago Bulls,Portland Trail Blazers,122,123,-1,0,1
389,2021-02-22T00:00:00.000Z,Houston Rockets,Chicago Bulls,100,120,-20,0,1
390,2021-01-20T00:00:00.000Z,Toronto Raptors,Miami Heat,102,111,-9,0,1
391,2021-02-23T00:00:00.000Z,Brooklyn Nets,Sacramento Kings,127,118,9,1,0
392,2021-02-03T00:00:00.000Z,Cleveland Cavaliers,LA Clippers,99,121,-22,0,1
393,2021-02-05T00:00:00.000Z,Indiana Pacers,New Orleans Pelicans,113,114,-1,0,1
394,2021-02-07T00:00:00.000Z,Phoenix Suns,Boston Celtics,100,91,9,1,0
395,2021-01-31T00:00:00.000Z,Toronto Raptors,Orlando Magic,115,102,13,1,0
396,2021-02-04T00:00:00.000Z,Atlanta Hawks,Utah Jazz,91,112,-21,0,1
397,2021-02-06T00:00:00.000Z,Orlando Magic,Chicago Bulls,92,118,-26,0,1
398,2021-02-24T00:00:00.000Z,Atlanta Hawks,Boston Celtics,127,112,15,1,0
399,2021-02-25T00:00:00.000Z,Brooklyn Nets,Orlando Magic,129,92,37,1,0
400,2021-02-08T00:00:00.000Z,Chicago Bulls,Washington Wizards,101,105,-4,0,1
401,2021-02-26T00:00:00.000Z,Chicago Bulls,Phoenix Suns,97,106,-9,0,1
402,2021-02-27T00:00:00.000Z,New York Knicks,Indiana Pacers,110,107,3,1,0
403,2021-02-09T00:00:00.000Z,Miami Heat,New York Knicks,98,96,2,1,0
404,2021-02-19T00:00:00.000Z,Memphis Grizzlies,Detroit Pistons,109,95,14,1,0
405,2021-02-10T00:00:00.000Z,Brooklyn Nets,Indiana Pacers,104,94,10,1,0
406,2021-02-15T00:00:00.000Z,New York Knicks,Atlanta Hawks,123,112,11,1,0
407,2021-02-20T00:00:00.000Z,Houston Rockets,Indiana Pacers,124,132,-8,0,1
408,2021-01-27T00:00:00.000Z,Memphis Grizzlies,Chicago Bulls,101,90,11,1,0
409,2021-02-28T00:00:00.000Z,Toronto Raptors,Chicago Bulls,113,122,-9,0,1
410,2021-02-13T00:00:00.000Z,Atlanta Hawks,Indiana Pacers,113,125,-12,0,1
411,2021-03-04T00:00:00.000Z,Indiana Pacers,Denver Nuggets,103,113,-10,0,1
412,2021-03-01T00:00:00.000Z,Philadelphia 76ers,Indiana Pacers,130,114,16,1,0
413,2021-03-02T00:00:00.000Z,Boston Celtics,LA Clippers,117,112,5,1,0
414,2021-03-03T00:00:00.000Z,Orlando Magic,Atlanta Hawks,112,115,-3,0,1
415,2021-02-17T00:00:00.000Z,Cleveland Cavaliers,San Antonio Spurs,110,116,-6,0,1
416,2021-02-16T00:00:00.000Z,Detroit Pistons,San Antonio Spurs,99,109,-10,0,1
417,2021-02-26T00:00:00.000Z,Los Angeles Lakers,Portland Trail Blazers,102,93,9,1,0
418,2020-12-31T00:00:00.000Z,Oklahoma City Thunder,New Orleans Pelicans,80,113,-33,0,1
419,2021-01-21T00:00:00.000Z,Milwaukee Bucks,Los Angeles Lakers,106,113,-7,0,1
420,2021-01-06T00:00:00.000Z,Phoenix Suns,Toronto Raptors,123,115,8,1,0
421,2021-02-07T00:00:00.000Z,Indiana Pacers,Utah Jazz,95,103,-8,0,1
422,2021-01-03T00:00:00.000Z,Chicago Bulls,Dallas Mavericks,118,108,10,1,0
423,2021-01-28T00:00:00.000Z,Phoenix Suns,Golden State Warriors,114,93,21,1,0
424,2021-01-29T00:00:00.000Z,New York Knicks,Cleveland Cavaliers,102,81,21,1,0
425,2020-12-29T00:00:00.000Z,Sacramento Kings,Denver Nuggets,125,115,10,1,0
426,2021-02-28T00:00:00.000Z,Sacramento Kings,Charlotte Hornets,126,127,-1,0,1
427,2021-02-08T00:00:00.000Z,Dallas Mavericks,Minnesota Timberwolves,127,122,5,1,0
428,2021-01-22T00:00:00.000Z,Indiana Pacers,Orlando Magic,120,118,2,1,0
429,2021-01-22T00:00:00.000Z,LA Clippers,Oklahoma City Thunder,120,106,14,1,0
430,2021-01-02T00:00:00.000Z,New Orleans Pelicans,Toronto Raptors,120,116,4,1,0
431,2021-01-07T00:00:00.000Z,Portland Trail Blazers,Minnesota Timberwolves,135,117,18,1,0
432,2021-01-01T00:00:00.000Z,San Antonio Spurs,Los Angeles Lakers,103,109,-6,0,1
433,2021-01-27T00:00:00.000Z,Miami Heat,Denver Nuggets,82,109,-27,0,1
434,2021-01-27T00:00:00.000Z,Phoenix Suns,Oklahoma City Thunder,97,102,-5,0,1
435,2020-12-30T00:00:00.000Z,Boston Celtics,Memphis Grizzlies,126,107,19,1,0
436,2021-02-18T00:00:00.000Z,Los Angeles Lakers,Brooklyn Nets,98,109,-11,0,1
437,2021-01-20T00:00:00.000Z,Philadelphia 76ers,Boston Celtics,117,109,8,1,0
438,2021-01-04T00:00:00.000Z,New Orleans Pelicans,Indiana Pacers,116,118,-2,0,1
439,2021-01-18T00:00:00.000Z,Los Angeles Lakers,Golden State Warriors,113,115,-2,0,1
440,2021-02-10T00:00:00.000Z,Denver Nuggets,Cleveland Cavaliers,133,95,38,1,0
441,2021-01-23T00:00:00.000Z,Brooklyn Nets,Miami Heat,128,124,4,1,0
442,2021-02-09T00:00:00.000Z,Portland Trail Blazers,Orlando Magic,106,97,9,1,0
443,2021-03-03T00:00:00.000Z,Sacramento Kings,Los Angeles Lakers,123,120,3,1,0
444,2021-01-08T00:00:00.000Z,Houston Rockets,Orlando Magic,132,90,42,1,0
445,2021-01-24T00:00:00.000Z,San Antonio Spurs,Washington Wizards,121,101,20,1,0
446,2021-02-19T00:00:00.000Z,Philadelphia 76ers,Chicago Bulls,112,105,7,1,0
447,2021-02-12T00:00:00.000Z,Utah Jazz,Milwaukee Bucks,129,115,14,1,0
448,2021-01-25T00:00:00.000Z,Cleveland Cavaliers,Los Angeles Lakers,108,115,-7,0,1
449,2021-02-02T00:00:00.000Z,Orlando Magic,Toronto Raptors,108,123,-15,0,1
450,2021-02-03T00:00:00.000Z,Miami Heat,Washington Wizards,100,103,-3,0,1
451,2021-02-14T00:00:00.000Z,Phoenix Suns,Orlando Magic,109,90,19,1,0
452,2021-02-21T00:00:00.000Z,Milwaukee Bucks,Sacramento Kings,128,115,13,1,0
453,2021-02-20T00:00:00.000Z,Portland Trail Blazers,Washington Wizards,111,118,-7,0,1
454,2021-02-01T00:00:00.000Z,Denver Nuggets,Detroit Pistons,134,119,15,1,0
455,2021-02-06T00:00:00.000Z,Dallas Mavericks,Golden State Warriors,134,132,2,1,0
456,2021-02-17T00:00:00.000Z,Dallas Mavericks,Detroit Pistons,127,117,10,1,0
457,2021-02-23T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,111,106,5,1,0
458,2021-02-24T00:00:00.000Z,Utah Jazz,Los Angeles Lakers,114,89,25,1,0
459,2021-01-20T00:00:00.000Z,Portland Trail Blazers,Memphis Grizzlies,128,130,-2,0,1
460,2021-01-15T00:00:00.000Z,Minnesota Timberwolves,Memphis Grizzlies,135,139,-4,0,1
461,2021-01-11T00:00:00.000Z,Cleveland Cavaliers,Memphis Grizzlies,91,101,-10,0,1
462,2021-01-21T00:00:00.000Z,Utah Jazz,New Orleans Pelicans,129,118,11,1,0
463,2021-02-10T00:00:00.000Z,Dallas Mavericks,Atlanta Hawks,118,117,1,1,0
464,2020-12-30T00:00:00.000Z,San Antonio Spurs,Los Angeles Lakers,107,121,-14,0,1
465,2021-01-09T00:00:00.000Z,Minnesota Timberwolves,San Antonio Spurs,122,125,-3,0,1
466,2020-12-31T00:00:00.000Z,Orlando Magic,Philadelphia 76ers,92,116,-24,0,1
467,2021-01-29T00:00:00.000Z,Oklahoma City Thunder,Brooklyn Nets,125,147,-22,0,1
468,2021-01-27T00:00:00.000Z,Cleveland Cavaliers,Detroit Pistons,122,107,15,1,0
469,2021-01-20T00:00:00.000Z,LA Clippers,Sacramento Kings,115,96,19,1,0
470,2021-01-06T00:00:00.000Z,Miami Heat,Boston Celtics,105,107,-2,0,1
471,2021-01-04T00:00:00.000Z,Golden State Warriors,Sacramento Kings,137,106,31,1,0
472,2021-01-06T00:00:00.000Z,Sacramento Kings,Chicago Bulls,128,124,4,1,0
473,2021-01-25T00:00:00.000Z,Chicago Bulls,Boston Celtics,103,119,-16,0,1
474,2021-02-16T00:00:00.000Z,Phoenix Suns,Brooklyn Nets,124,128,-4,0,1
475,2021-01-15T00:00:00.000Z,Boston Celtics,Orlando Magic,124,97,27,1,0
476,2021-02-06T00:00:00.000Z,Oklahoma City Thunder,Minnesota Timberwolves,120,118,2,1,0
477,2021-01-24T00:00:00.000Z,Boston Celtics,Cleveland Cavaliers,141,103,38,1,0
478,2021-02-08T00:00:00.000Z,Phoenix Suns,Cleveland Cavaliers,119,113,6,1,0
479,2021-02-26T00:00:00.000Z,Memphis Grizzlies,LA Clippers,99,119,-20,0,1
480,2021-01-01T00:00:00.000Z,Detroit Pistons,Boston Celtics,96,93,3,1,0
481,2021-01-05T00:00:00.000Z,Brooklyn Nets,Utah Jazz,130,96,34,1,0
482,2021-01-07T00:00:00.000Z,Brooklyn Nets,Philadelphia 76ers,122,109,13,1,0
483,2021-02-20T00:00:00.000Z,Chicago Bulls,Sacramento Kings,122,114,8,1,0
484,2021-02-22T00:00:00.000Z,Oklahoma City Thunder,Miami Heat,94,108,-14,0,1
485,2021-02-24T00:00:00.000Z,Chicago Bulls,Minnesota Timberwolves,133,126,7,1,0
486,2021-01-17T00:00:00.000Z,Sacramento Kings,New Orleans Pelicans,123,128,-5,0,1
487,2021-01-23T00:00:00.000Z,Phoenix Suns,Denver Nuggets,112,120,-8,0,1
488,2021-03-01T00:00:00.000Z,New Orleans Pelicans,Utah Jazz,129,124,5,1,0
489,2021-01-08T00:00:00.000Z,New Orleans Pelicans,Charlotte Hornets,110,118,-8,0,1
490,2021-02-12T00:00:00.000Z,Boston Celtics,Toronto Raptors,120,106,14,1,0
491,2021-02-11T00:00:00.000Z,Portland Trail Blazers,Philadelphia 76ers,118,114,4,1,0
492,2021-01-31T00:00:00.000Z,Indiana Pacers,Philadelphia 76ers,110,119,-9,0,1
493,2021-01-18T00:00:00.000Z,New York Knicks,Orlando Magic,91,84,7,1,0
494,2021-01-16T00:00:00.000Z,Toronto Raptors,Charlotte Hornets,116,113,3,1,0
495,2021-02-13T00:00:00.000Z,Utah Jazz,Miami Heat,112,94,18,1,0
496,2021-01-22T00:00:00.000Z,Detroit Pistons,Houston Rockets,102,103,-1,0,1
497,2021-02-04T00:00:00.000Z,Memphis Grizzlies,Houston Rockets,103,115,-12,0,1
498,2021-02-17T00:00:00.000Z,Minnesota Timberwolves,Indiana Pacers,128,134,-6,0,1
499,2021-02-17T00:00:00.000Z,LA Clippers,Utah Jazz,96,114,-18,0,1
500,2021-01-30T00:00:00.000Z,Miami Heat,Sacramento Kings,105,104,1,1,0
501,2021-02-19T00:00:00.000Z,Charlotte Hornets,Denver Nuggets,112,117,-5,0,1
502,2021-02-01T00:00:00.000Z,New Orleans Pelicans,Sacramento Kings,109,118,-9,0,1
503,2021-01-26T00:00:00.000Z,Utah Jazz,New York Knicks,108,94,14,1,0
504,2021-02-09T00:00:00.000Z,New Orleans Pelicans,Houston Rockets,130,101,29,1,0
505,2021-02-27T00:00:00.000Z,San Antonio Spurs,New Orleans Pelicans,117,114,3,1,0
506,2021-02-03T00:00:00.000Z,New Orleans Pelicans,Phoenix Suns,123,101,22,1,0
507,2021-02-05T00:00:00.000Z,Cleveland Cavaliers,Milwaukee Bucks,105,123,-18,0,1
508,2021-02-21T00:00:00.000Z,Orlando Magic,Detroit Pistons,105,96,9,1,0
509,2021-03-02T00:00:00.000Z,Los Angeles Lakers,Phoenix Suns,104,114,-10,0,1
510,2021-02-14T00:00:00.000Z,Oklahoma City Thunder,Milwaukee Bucks,114,109,5,1,0
511,2021-02-23T00:00:00.000Z,Milwaukee Bucks,Minnesota Timberwolves,139,112,27,1,0
512,2021-02-25T00:00:00.000Z,New York Knicks,Sacramento Kings,140,121,19,1,0
513,2021-02-15T00:00:00.000Z,Washington Wizards,Houston Rockets,131,119,12,1,0
514,2021-02-18T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors,96,110,-14,0,1
515,2021-02-28T00:00:00.000Z,Minnesota Timberwolves,Phoenix Suns,99,118,-19,0,1
516,2021-03-03T00:00:00.000Z,Dallas Mavericks,Oklahoma City Thunder,87,78,9,1,0
517,2021-03-04T00:00:00.000Z,Memphis Grizzlies,Milwaukee Bucks,111,112,-1,0,1
518,2021-01-18T00:00:00.000Z,Atlanta Hawks,Minnesota Timberwolves,108,97,11,1,0
519,2021-01-31T00:00:00.000Z,Minnesota Timberwolves,Cleveland Cavaliers,109,104,5,1,0
520,2021-02-19T00:00:00.000Z,New Orleans Pelicans,Phoenix Suns,114,132,-18,0,1
521,2021-02-05T00:00:00.000Z,Phoenix Suns,Detroit Pistons,109,92,17,1,0
522,2021-02-24T00:00:00.000Z,Miami Heat,Toronto Raptors,116,108,8,1,0
523,2020-12-31T00:00:00.000Z,Washington Wizards,Chicago Bulls,130,133,-3,0,1
524,2020-12-30T00:00:00.000Z,Dallas Mavericks,Charlotte Hornets,99,118,-19,0,1
525,2021-01-04T00:00:00.000Z,Atlanta Hawks,New York Knicks,108,113,-5,0,1
526,2021-01-02T00:00:00.000Z,Atlanta Hawks,Cleveland Cavaliers,91,96,-5,0,1
527,2021-02-28T00:00:00.000Z,Detroit Pistons,New York Knicks,90,109,-19,0,1
528,2021-02-16T00:00:00.000Z,Memphis Grizzlies,New Orleans Pelicans,113,144,-31,0,1
529,2021-01-22T00:00:00.000Z,Toronto Raptors,Miami Heat,101,81,20,1,0
530,2021-02-02T00:00:00.000Z,Golden State Warriors,Boston Celtics,107,111,-4,0,1
531,2021-01-05T00:00:00.000Z,Denver Nuggets,Minnesota Timberwolves,123,116,7,1,0
532,2021-01-06T00:00:00.000Z,Philadelphia 76ers,Washington Wizards,141,136,5,1,0
533,2021-01-01T00:00:00.000Z,Brooklyn Nets,Atlanta Hawks,96,114,-18,0,1
534,2021-01-16T00:00:00.000Z,Miami Heat,Detroit Pistons,100,120,-20,0,1
535,2021-02-10T00:00:00.000Z,Chicago Bulls,New Orleans Pelicans,129,116,13,1,0
536,2021-01-30T00:00:00.000Z,Dallas Mavericks,Phoenix Suns,105,111,-6,0,1
537,2021-01-08T00:00:00.000Z,Los Angeles Lakers,Chicago Bulls,117,115,2,1,0
538,2021-01-03T00:00:00.000Z,Minnesota Timberwolves,Denver Nuggets,109,124,-15,0,1
539,2021-02-08T00:00:00.000Z,Memphis Grizzlies,Toronto Raptors,113,128,-15,0,1
540,2021-02-22T00:00:00.000Z,Dallas Mavericks,Memphis Grizzlies,102,92,10,1,0
541,2021-01-17T00:00:00.000Z,Oklahoma City Thunder,Philadelphia 76ers,93,117,-24,0,1
542,2021-02-12T00:00:00.000Z,Atlanta Hawks,San Antonio Spurs,114,125,-11,0,1
543,2021-01-09T00:00:00.000Z,Washington Wizards,Miami Heat,124,128,-4,0,1
544,2021-01-27T00:00:00.000Z,Philadelphia 76ers,Los Angeles Lakers,107,106,1,1,0
545,2021-02-25T00:00:00.000Z,Memphis Grizzlies,LA Clippers,122,94,28,1,0
546,2021-01-20T00:00:00.000Z,Minnesota Timberwolves,Orlando Magic,96,97,-1,0,1
547,2021-02-06T00:00:00.000Z,Atlanta Hawks,Toronto Raptors,132,121,11,1,0
548,2021-01-10T00:00:00.000Z,LA Clippers,Chicago Bulls,130,127,3,1,0
549,2021-01-11T00:00:00.000Z,Atlanta Hawks,Philadelphia 76ers,112,94,18,1,0
550,2021-02-01T00:00:00.000Z,Miami Heat,Charlotte Hornets,121,129,-8,0,1
551,2021-02-20T00:00:00.000Z,Los Angeles Lakers,Miami Heat,94,96,-2,0,1
552,2021-01-29T00:00:00.000Z,Minnesota Timberwolves,Philadelphia 76ers,94,118,-24,0,1
553,2021-03-01T00:00:00.000Z,Portland Trail Blazers,Charlotte Hornets,123,111,12,1,0
554,2021-01-25T00:00:00.000Z,Golden State Warriors,Minnesota Timberwolves,130,108,22,1,0
555,2021-02-14T00:00:00.000Z,Denver Nuggets,Los Angeles Lakers,122,105,17,1,0
556,2021-02-11T00:00:00.000Z,Golden State Warriors,Orlando Magic,111,105,6,1,0
557,2021-02-03T00:00:00.000Z,Milwaukee Bucks,Indiana Pacers,130,110,20,1,0
558,2021-02-09T00:00:00.000Z,Sacramento Kings,Philadelphia 76ers,111,119,-8,0,1
559,2021-02-07T00:00:00.000Z,LA Clippers,Sacramento Kings,110,113,-3,0,1
560,2021-02-26T00:00:00.000Z,Toronto Raptors,Houston Rockets,122,111,11,1,0
561,2021-02-23T00:00:00.000Z,Orlando Magic,Detroit Pistons,93,105,-12,0,1
562,2021-02-15T00:00:00.000Z,LA Clippers,Miami Heat,125,118,7,1,0
563,2021-02-17T00:00:00.000Z,Washington Wizards,Denver Nuggets,130,128,2,1,0
564,2021-02-21T00:00:00.000Z,Toronto Raptors,Philadelphia 76ers,110,103,7,1,0
565,2021-03-02T00:00:00.000Z,San Antonio Spurs,New York Knicks,119,93,26,1,0
566,2021-02-27T00:00:00.000Z,Washington Wizards,Minnesota Timberwolves,128,112,16,1,0
567,2021-03-03T00:00:00.000Z,Houston Rockets,Brooklyn Nets,114,132,-18,0,1
568,2021-01-15T00:00:00.000Z,Phoenix Suns,Golden State Warriors,120,98,22,1,0
569,2021-03-04T00:00:00.000Z,New Orleans Pelicans,Miami Heat,93,103,-10,0,1
570,2021-01-04T00:00:00.000Z,Houston Rockets,Dallas Mavericks,100,113,-13,0,1
