,Date,Home Team,Visitor Team,Home Team Score,Visitor Team Score,Point Difference,Home Win,Home Loss
571,2021-02-23T00:00:00.000Z,Dallas Mavericks,Boston Celtics,110,107,3,1,0
572,2021-01-13T00:00:00.000Z,Charlotte Hornets,Dallas Mavericks,93,104,-11,0,1
573,2021-01-15T00:00:00.000Z,Los Angeles Lakers,New Orleans Pelicans,112,95,17,1,0
574,2021-01-20T00:00:00.000Z,Indiana Pacers,Dallas Mavericks,112,124,-12,0,1
575,2021-02-19T00:00:00.000Z,LA Clippers,Utah Jazz,116,112,4,1,0
576,2021-01-29T00:00:00.000Z,Toronto Raptors,Sacramento Kings,124,126,-2,0,1
577,2021-02-26T00:00:00.000Z,Golden State Warriors,Charlotte Hornets,130,121,9,1,0
578,2021-02-21T00:00:00.000Z,Atlanta Hawks,Denver Nuggets,123,115,8,1,0
579,2021-01-24T00:00:00.000Z,Milwaukee Bucks,Atlanta Hawks,129,115,14,1,0
580,2021-02-14T00:00:00.000Z,LA Clippers,Cleveland Cavaliers,128,111,17,1,0
581,2021-02-06T00:00:00.000Z,Houston Rockets,San Antonio Spurs,106,111,-5,0,1
582,2021-01-09T00:00:00.000Z,Sacramento Kings,Portland Trail Blazers,99,125,-26,0,1
583,2021-02-01T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies,102,133,-31,0,1
584,2021-01-08T00:00:00.000Z,New York Knicks,Oklahoma City Thunder,89,101,-12,0,1
585,2021-01-18T00:00:00.000Z,Chicago Bulls,Houston Rockets,125,120,5,1,0
586,2020-12-31T00:00:00.000Z,Utah Jazz,Phoenix Suns,95,106,-11,0,1
587,2021-01-10T00:00:00.000Z,Houston Rockets,Los Angeles Lakers,102,120,-18,0,1
588,2021-01-11T00:00:00.000Z,Portland Trail Blazers,Toronto Raptors,112,111,1,1,0
589,2021-01-07T00:00:00.000Z,Los Angeles Lakers,San Antonio Spurs,109,118,-9,0,1
590,2021-01-06T00:00:00.000Z,New Orleans Pelicans,Oklahoma City Thunder,110,111,-1,0,1
591,2021-01-01T00:00:00.000Z,Minnesota Timberwolves,Washington Wizards,109,130,-21,0,1
592,2021-02-03T00:00:00.000Z,Atlanta Hawks,Dallas Mavericks,116,122,-6,0,1
593,2021-01-03T00:00:00.000Z,Golden State Warriors,Portland Trail Blazers,137,122,15,1,0
594,2021-01-22T00:00:00.000Z,Portland Trail Blazers,Memphis Grizzlies,113,120,-7,0,1
595,2021-02-28T00:00:00.000Z,Los Angeles Lakers,Golden State Warriors,117,91,26,1,0
596,2021-02-05T00:00:00.000Z,Miami Heat,Washington Wizards,122,95,27,1,0
597,2021-02-22T00:00:00.000Z,Los Angeles Lakers,Washington Wizards,124,127,-3,0,1
598,2021-01-27T00:00:00.000Z,San Antonio Spurs,Boston Celtics,110,106,4,1,0
599,2021-01-25T00:00:00.000Z,Memphis Grizzlies,Sacramento Kings,107,106,1,1,0
600,2021-01-23T00:00:00.000Z,Detroit Pistons,Philadelphia 76ers,110,114,-4,0,1
601,2021-02-24T00:00:00.000Z,Oklahoma City Thunder,San Antonio Spurs,102,99,3,1,0
602,2021-02-17T00:00:00.000Z,New Orleans Pelicans,Portland Trail Blazers,124,126,-2,0,1
603,2021-02-02T00:00:00.000Z,Indiana Pacers,Memphis Grizzlies,134,116,18,1,0
604,2021-02-12T00:00:00.000Z,Portland Trail Blazers,Cleveland Cavaliers,129,110,19,1,0
605,2021-01-22T00:00:00.000Z,Milwaukee Bucks,Washington Wizards,135,134,1,1,0
606,2021-03-03T00:00:00.000Z,Portland Trail Blazers,Golden State Warriors,108,106,2,1,0
607,2021-02-20T00:00:00.000Z,New York Knicks,San Antonio Spurs,102,98,4,1,0
608,2021-01-20T00:00:00.000Z,Cleveland Cavaliers,Brooklyn Nets,147,135,12,1,0
609,2021-01-08T00:00:00.000Z,Memphis Grizzlies,Brooklyn Nets,115,110,5,1,0
610,2021-01-25T00:00:00.000Z,New Orleans Pelicans,San Antonio Spurs,108,110,-2,0,1
611,2021-02-19T00:00:00.000Z,Orlando Magic,Golden State Warriors,124,120,4,1,0
612,2021-01-29T00:00:00.000Z,Utah Jazz,Dallas Mavericks,120,101,19,1,0
613,2021-01-10T00:00:00.000Z,Golden State Warriors,Toronto Raptors,106,105,1,1,0
614,2021-01-11T00:00:00.000Z,Sacramento Kings,Indiana Pacers,127,122,5,1,0
615,2021-01-15T00:00:00.000Z,Sacramento Kings,LA Clippers,100,138,-38,0,1
616,2021-02-07T00:00:00.000Z,Charlotte Hornets,Portland Trail Blazers,109,101,8,1,0
617,2021-01-25T00:00:00.000Z,Portland Trail Blazers,Oklahoma City Thunder,122,125,-3,0,1
618,2021-01-26T00:00:00.000Z,Atlanta Hawks,LA Clippers,108,99,9,1,0
619,2021-01-06T00:00:00.000Z,Golden State Warriors,LA Clippers,101,108,-7,0,1
620,2021-02-12T00:00:00.000Z,Los Angeles Lakers,Memphis Grizzlies,115,105,10,1,0
621,2021-02-10T00:00:00.000Z,Phoenix Suns,Milwaukee Bucks,125,124,1,1,0
622,2021-02-08T00:00:00.000Z,San Antonio Spurs,Golden State Warriors,105,100,5,1,0
623,2021-01-16T00:00:00.000Z,San Antonio Spurs,Houston Rockets,103,91,12,1,0
624,2021-01-09T00:00:00.000Z,Milwaukee Bucks,Cleveland Cavaliers,100,90,10,1,0
625,2021-01-17T00:00:00.000Z,LA Clippers,Indiana Pacers,129,96,33,1,0
626,2021-01-18T00:00:00.000Z,Brooklyn Nets,Milwaukee Bucks,125,123,2,1,0
627,2021-01-19T00:00:00.000Z,Denver Nuggets,Oklahoma City Thunder,119,101,18,1,0
628,2021-01-01T00:00:00.000Z,Golden State Warriors,Portland Trail Blazers,98,123,-25,0,1
629,2021-01-30T00:00:00.000Z,Charlotte Hornets,Milwaukee Bucks,126,114,12,1,0
630,2021-02-05T00:00:00.000Z,LA Clippers,Boston Celtics,115,119,-4,0,1
631,2021-02-01T00:00:00.000Z,Dallas Mavericks,Phoenix Suns,108,109,-1,0,1
632,2021-01-22T00:00:00.000Z,Phoenix Suns,Denver Nuggets,126,130,-4,0,1
633,2021-01-23T00:00:00.000Z,Minnesota Timberwolves,New Orleans Pelicans,120,110,10,1,0
634,2021-02-03T00:00:00.000Z,Sacramento Kings,Boston Celtics,116,111,5,1,0
635,2021-01-27T00:00:00.000Z,Orlando Magic,Sacramento Kings,107,121,-14,0,1
636,2021-02-18T00:00:00.000Z,Sacramento Kings,Miami Heat,110,118,-8,0,1
637,2021-02-17T00:00:00.000Z,Golden State Warriors,Miami Heat,120,112,8,1,0
638,2021-02-06T00:00:00.000Z,New York Knicks,Portland Trail Blazers,110,99,11,1,0
639,2021-02-06T00:00:00.000Z,Los Angeles Lakers,Detroit Pistons,135,129,6,1,0
640,2021-01-24T00:00:00.000Z,Memphis Grizzlies,Sacramento Kings,116,110,6,1,0
641,2021-02-28T00:00:00.000Z,Houston Rockets,Memphis Grizzlies,84,133,-49,0,1
642,2021-02-08T00:00:00.000Z,Los Angeles Lakers,Oklahoma City Thunder,119,112,7,1,0
643,2021-01-30T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies,112,129,-17,0,1
644,2021-02-23T00:00:00.000Z,LA Clippers,Washington Wizards,135,116,19,1,0
645,2021-01-03T00:00:00.000Z,San Antonio Spurs,Utah Jazz,109,130,-21,0,1
646,2021-02-15T00:00:00.000Z,Utah Jazz,Philadelphia 76ers,134,123,11,1,0
647,2021-01-05T00:00:00.000Z,Portland Trail Blazers,Chicago Bulls,108,111,-3,0,1
648,2021-02-14T00:00:00.000Z,Sacramento Kings,Memphis Grizzlies,110,124,-14,0,1
649,2021-02-04T00:00:00.000Z,Dallas Mavericks,Golden State Warriors,116,147,-31,0,1
650,2021-03-01T00:00:00.000Z,San Antonio Spurs,Brooklyn Nets,113,124,-11,0,1
651,2021-01-20T00:00:00.000Z,Golden State Warriors,San Antonio Spurs,121,99,22,1,0
652,2021-01-02T00:00:00.000Z,Indiana Pacers,New York Knicks,102,106,-4,0,1
653,2021-01-01T00:00:00.000Z,Utah Jazz,LA Clippers,106,100,6,1,0
654,2021-01-31T00:00:00.000Z,Washington Wizards,Brooklyn Nets,149,146,3,1,0
655,2021-02-09T00:00:00.000Z,San Antonio Spurs,Golden State Warriors,91,114,-23,0,1
656,2021-01-06T00:00:00.000Z,Atlanta Hawks,Charlotte Hornets,94,102,-8,0,1
657,2021-01-24T00:00:00.000Z,Portland Trail Blazers,New York Knicks,116,113,3,1,0
658,2021-02-10T00:00:00.000Z,Minnesota Timberwolves,LA Clippers,112,119,-7,0,1
659,2021-02-01T00:00:00.000Z,Milwaukee Bucks,Portland Trail Blazers,134,106,28,1,0
660,2021-01-28T00:00:00.000Z,Miami Heat,LA Clippers,105,109,-4,0,1
661,2021-02-05T00:00:00.000Z,Brooklyn Nets,Toronto Raptors,117,123,-6,0,1
662,2021-01-04T00:00:00.000Z,Milwaukee Bucks,Detroit Pistons,125,115,10,1,0
663,2021-01-25T00:00:00.000Z,Orlando Magic,Charlotte Hornets,117,108,9,1,0
664,2021-01-16T00:00:00.000Z,Portland Trail Blazers,Atlanta Hawks,112,106,6,1,0
665,2021-02-24T00:00:00.000Z,Cleveland Cavaliers,Houston Rockets,112,96,16,1,0
666,2021-01-15T00:00:00.000Z,Utah Jazz,Atlanta Hawks,116,92,24,1,0
667,2021-02-06T00:00:00.000Z,New Orleans Pelicans,Memphis Grizzlies,118,109,9,1,0
668,2021-01-27T00:00:00.000Z,Toronto Raptors,Milwaukee Bucks,108,115,-7,0,1
669,2021-01-27T00:00:00.000Z,Golden State Warriors,Minnesota Timberwolves,123,111,12,1,0
670,2021-01-08T00:00:00.000Z,Sacramento Kings,Toronto Raptors,123,144,-21,0,1
671,2021-02-17T00:00:00.000Z,Orlando Magic,New York Knicks,107,89,18,1,0
672,2021-02-16T00:00:00.000Z,Minnesota Timberwolves,Los Angeles Lakers,104,112,-8,0,1
673,2021-01-22T00:00:00.000Z,Minnesota Timberwolves,Atlanta Hawks,98,116,-18,0,1
674,2021-01-29T00:00:00.000Z,Orlando Magic,LA Clippers,90,116,-26,0,1
675,2021-02-25T00:00:00.000Z,Milwaukee Bucks,New Orleans Pelicans,129,125,4,1,0
676,2021-01-17T00:00:00.000Z,Dallas Mavericks,Chicago Bulls,101,117,-16,0,1
677,2021-02-12T00:00:00.000Z,Dallas Mavericks,New Orleans Pelicans,143,130,13,1,0
678,2021-01-18T00:00:00.000Z,Portland Trail Blazers,San Antonio Spurs,104,125,-21,0,1
679,2021-02-19T00:00:00.000Z,Milwaukee Bucks,Oklahoma City Thunder,98,85,13,1,0
680,2021-02-26T00:00:00.000Z,Boston Celtics,Indiana Pacers,118,112,6,1,0
681,2021-02-03T00:00:00.000Z,Chicago Bulls,New York Knicks,103,107,-4,0,1
682,2021-02-27T00:00:00.000Z,Orlando Magic,Utah Jazz,109,124,-15,0,1
683,2021-03-02T00:00:00.000Z,Toronto Raptors,Detroit Pistons,105,129,-24,0,1
684,2021-03-03T00:00:00.000Z,New Orleans Pelicans,Chicago Bulls,124,128,-4,0,1
685,2021-03-04T00:00:00.000Z,Portland Trail Blazers,Sacramento Kings,123,119,4,1,0
686,2021-01-12T00:00:00.000Z,Oklahoma City Thunder,San Antonio Spurs,102,112,-10,0,1
687,2021-01-14T00:00:00.000Z,Portland Trail Blazers,Indiana Pacers,87,111,-24,0,1
688,2021-02-14T00:00:00.000Z,Detroit Pistons,New Orleans Pelicans,123,112,11,1,0
689,2021-05-18T00:00:00.000Z,Boston Celtics,Washington Wizards,118,100,18,1,0
690,2021-01-12T00:00:00.000Z,Cleveland Cavaliers,Utah Jazz,87,117,-30,0,1
691,2021-02-14T00:00:00.000Z,Washington Wizards,Boston Celtics,104,91,13,1,0
692,2021-05-18T00:00:00.000Z,Indiana Pacers,Charlotte Hornets,144,117,27,1,0
693,2021-02-17T00:00:00.000Z,Chicago Bulls,Detroit Pistons,105,102,3,1,0
694,2021-01-12T00:00:00.000Z,Chicago Bulls,Boston Celtics,121,99,22,1,0
695,2021-05-19T00:00:00.000Z,Los Angeles Lakers,Golden State Warriors,103,100,3,1,0
696,2021-01-12T00:00:00.000Z,Brooklyn Nets,Denver Nuggets,122,116,6,1,0
697,2021-02-17T00:00:00.000Z,Memphis Grizzlies,Oklahoma City Thunder,122,113,9,1,0
698,2021-05-19T00:00:00.000Z,Memphis Grizzlies,San Antonio Spurs,100,96,4,1,0
699,2021-01-12T00:00:00.000Z,Golden State Warriors,Indiana Pacers,95,104,-9,0,1
700,2021-02-19T00:00:00.000Z,Cleveland Cavaliers,Denver Nuggets,103,120,-17,0,1
701,2021-01-13T00:00:00.000Z,Washington Wizards,Utah Jazz,131,122,9,1,0
702,2021-05-20T00:00:00.000Z,Washington Wizards,Indiana Pacers,142,115,27,1,0
703,2021-01-12T00:00:00.000Z,Philadelphia 76ers,Miami Heat,137,134,3,1,0
704,2021-03-04T00:00:00.000Z,New York Knicks,Detroit Pistons,114,104,10,1,0
705,2021-05-21T00:00:00.000Z,Golden State Warriors,Memphis Grizzlies,112,117,-5,0,1
706,2021-01-13T00:00:00.000Z,Boston Celtics,Orlando Magic,112,96,16,1,0
707,2021-01-13T00:00:00.000Z,Phoenix Suns,Atlanta Hawks,117,110,7,1,0
708,2021-01-12T00:00:00.000Z,Houston Rockets,Los Angeles Lakers,100,117,-17,0,1
709,2021-01-14T00:00:00.000Z,Denver Nuggets,Golden State Warriors,114,104,10,1,0
710,2021-05-22T00:00:00.000Z,LA Clippers,Dallas Mavericks,103,113,-10,0,1
711,2021-05-22T00:00:00.000Z,Milwaukee Bucks,Miami Heat,109,107,2,1,0
712,2021-05-22T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,109,123,-14,0,1
713,2021-05-22T00:00:00.000Z,Brooklyn Nets,Boston Celtics,104,93,11,1,0
714,2021-01-14T00:00:00.000Z,Toronto Raptors,Charlotte Hornets,111,108,3,1,0
715,2021-05-23T00:00:00.000Z,Philadelphia 76ers,Washington Wizards,125,118,7,1,0
716,2021-01-14T00:00:00.000Z,Philadelphia 76ers,Miami Heat,125,108,17,1,0
717,2021-05-23T00:00:00.000Z,Utah Jazz,Memphis Grizzlies,109,112,-3,0,1
718,2021-01-14T00:00:00.000Z,San Antonio Spurs,Houston Rockets,105,109,-4,0,1
719,2021-05-23T00:00:00.000Z,Phoenix Suns,Los Angeles Lakers,99,90,9,1,0
720,2021-02-02T00:00:00.000Z,Washington Wizards,Portland Trail Blazers,121,132,-11,0,1
721,2021-05-23T00:00:00.000Z,New York Knicks,Atlanta Hawks,105,107,-2,0,1
722,2021-05-24T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,128,109,19,1,0
723,2021-05-24T00:00:00.000Z,Milwaukee Bucks,Miami Heat,132,98,34,1,0
724,2021-05-25T00:00:00.000Z,Brooklyn Nets,Boston Celtics,130,108,22,1,0
725,2021-05-25T00:00:00.000Z,LA Clippers,Dallas Mavericks,121,127,-6,0,1
726,2021-05-25T00:00:00.000Z,Phoenix Suns,Los Angeles Lakers,102,109,-7,0,1
727,2021-05-26T00:00:00.000Z,New York Knicks,Atlanta Hawks,101,92,9,1,0
728,2021-05-26T00:00:00.000Z,Utah Jazz,Memphis Grizzlies,141,129,12,1,0
729,2021-05-26T00:00:00.000Z,Philadelphia 76ers,Washington Wizards,120,95,25,1,0
730,2021-05-27T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,115,120,-5,0,1
731,2021-05-27T00:00:00.000Z,Los Angeles Lakers,Phoenix Suns,109,95,14,1,0
732,2021-05-27T00:00:00.000Z,Miami Heat,Milwaukee Bucks,84,113,-29,0,1
733,2021-05-28T00:00:00.000Z,Atlanta Hawks,New York Knicks,105,94,11,1,0
734,2021-05-28T00:00:00.000Z,Boston Celtics,Brooklyn Nets,125,119,6,1,0
735,2021-05-28T00:00:00.000Z,Dallas Mavericks,LA Clippers,108,118,-10,0,1
736,2021-01-13T00:00:00.000Z,LA Clippers,New Orleans Pelicans,111,106,5,1,0
737,2021-05-29T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,0,0,0,0,0
738,2021-05-29T00:00:00.000Z,Memphis Grizzlies,Utah Jazz,0,0,0,0,0
739,2021-05-29T00:00:00.000Z,Washington Wizards,Philadelphia 76ers,0,0,0,0,0
740,2021-05-29T00:00:00.000Z,Miami Heat,Milwaukee Bucks,103,120,-17,0,1
741,2021-01-13T00:00:00.000Z,New York Knicks,Brooklyn Nets,109,116,-7,0,1
742,2021-01-13T00:00:00.000Z,Sacramento Kings,Portland Trail Blazers,126,132,-6,0,1
743,2021-01-13T00:00:00.000Z,Minnesota Timberwolves,Memphis Grizzlies,107,118,-11,0,1
744,2021-01-13T00:00:00.000Z,Oklahoma City Thunder,Los Angeles Lakers,99,128,-29,0,1
745,2021-05-12T00:00:00.000Z,Los Angeles Lakers,Houston Rockets,124,122,2,1,0
746,2021-03-26T00:00:00.000Z,Charlotte Hornets,Miami Heat,110,105,5,1,0
747,2021-04-12T00:00:00.000Z,Utah Jazz,Washington Wizards,121,125,-4,0,1
748,2021-03-17T00:00:00.000Z,Houston Rockets,Golden State Warriors,94,108,-14,0,1
749,2021-04-09T00:00:00.000Z,New Orleans Pelicans,Philadelphia 76ers,101,94,7,1,0
750,2021-04-05T00:00:00.000Z,Oklahoma City Thunder,Detroit Pistons,108,132,-24,0,1
751,2021-05-05T00:00:00.000Z,Utah Jazz,San Antonio Spurs,126,94,32,1,0
752,2021-03-25T00:00:00.000Z,San Antonio Spurs,LA Clippers,85,98,-13,0,1
753,2021-05-07T00:00:00.000Z,Utah Jazz,Denver Nuggets,127,120,7,1,0
754,2021-04-02T00:00:00.000Z,Portland Trail Blazers,Milwaukee Bucks,109,127,-18,0,1
755,2021-04-30T00:00:00.000Z,Phoenix Suns,Utah Jazz,121,100,21,1,0
756,2021-04-18T00:00:00.000Z,Toronto Raptors,Oklahoma City Thunder,112,106,6,1,0
757,2021-03-16T00:00:00.000Z,Houston Rockets,Atlanta Hawks,107,119,-12,0,1
758,2021-04-24T00:00:00.000Z,Utah Jazz,Minnesota Timberwolves,96,101,-5,0,1
759,2021-03-24T00:00:00.000Z,Utah Jazz,Brooklyn Nets,118,88,30,1,0
760,2021-03-15T00:00:00.000Z,Golden State Warriors,Los Angeles Lakers,97,128,-31,0,1
761,2021-03-21T00:00:00.000Z,Houston Rockets,Oklahoma City Thunder,112,114,-2,0,1
762,2021-04-27T00:00:00.000Z,Boston Celtics,Oklahoma City Thunder,115,119,-4,0,1
763,2021-03-14T00:00:00.000Z,Golden State Warriors,Utah Jazz,131,119,12,1,0
764,2021-03-13T00:00:00.000Z,Charlotte Hornets,Toronto Raptors,114,104,10,1,0
765,2021-04-11T00:00:00.000Z,Dallas Mavericks,San Antonio Spurs,117,119,-2,0,1
766,2021-03-31T00:00:00.000Z,San Antonio Spurs,Sacramento Kings,120,106,14,1,0
767,2021-03-10T00:00:00.000Z,Memphis Grizzlies,Washington Wizards,127,112,15,1,0
768,2021-03-12T00:00:00.000Z,San Antonio Spurs,Orlando Magic,104,77,27,1,0
769,2021-03-11T00:00:00.000Z,Brooklyn Nets,Boston Celtics,121,109,12,1,0
770,2021-03-11T00:00:00.000Z,Chicago Bulls,Philadelphia 76ers,105,127,-22,0,1
771,2021-03-11T00:00:00.000Z,Toronto Raptors,Atlanta Hawks,120,121,-1,0,1
772,2021-03-11T00:00:00.000Z,New Orleans Pelicans,Minnesota Timberwolves,105,135,-30,0,1
773,2021-04-08T00:00:00.000Z,LA Clippers,Phoenix Suns,113,103,10,1,0
774,2021-04-04T00:00:00.000Z,Philadelphia 76ers,Memphis Grizzlies,100,116,-16,0,1
775,2021-03-20T00:00:00.000Z,Los Angeles Lakers,Atlanta Hawks,94,99,-5,0,1
776,2021-03-29T00:00:00.000Z,San Antonio Spurs,Sacramento Kings,115,132,-17,0,1
777,2021-04-21T00:00:00.000Z,San Antonio Spurs,Miami Heat,87,107,-20,0,1
778,2021-04-17T00:00:00.000Z,Los Angeles Lakers,Utah Jazz,127,115,12,1,0
779,2021-05-16T00:00:00.000Z,New York Knicks,Boston Celtics,96,92,4,1,0
780,2021-03-19T00:00:00.000Z,Phoenix Suns,Minnesota Timberwolves,113,101,12,1,0
781,2021-03-27T00:00:00.000Z,LA Clippers,Philadelphia 76ers,122,112,10,1,0
782,2021-05-11T00:00:00.000Z,Sacramento Kings,Oklahoma City Thunder,122,106,16,1,0
783,2021-04-23T00:00:00.000Z,Oklahoma City Thunder,Washington Wizards,109,129,-20,0,1
784,2021-04-10T00:00:00.000Z,Phoenix Suns,Washington Wizards,134,106,28,1,0
785,2021-04-06T00:00:00.000Z,Golden State Warriors,Milwaukee Bucks,122,121,1,1,0
786,2021-04-03T00:00:00.000Z,Detroit Pistons,New York Knicks,81,125,-44,0,1
787,2021-04-15T00:00:00.000Z,Los Angeles Lakers,Boston Celtics,113,121,-8,0,1
788,2021-05-06T00:00:00.000Z,Toronto Raptors,Washington Wizards,129,131,-2,0,1
789,2021-04-25T00:00:00.000Z,Golden State Warriors,Sacramento Kings,117,113,4,1,0
790,2021-04-19T00:00:00.000Z,Denver Nuggets,Memphis Grizzlies,139,137,2,1,0
791,2021-04-26T00:00:00.000Z,New York Knicks,Phoenix Suns,110,118,-8,0,1
792,2021-04-26T00:00:00.000Z,Sacramento Kings,Dallas Mavericks,113,106,7,1,0
793,2021-04-16T00:00:00.000Z,Utah Jazz,Indiana Pacers,119,111,8,1,0
794,2021-04-16T00:00:00.000Z,Dallas Mavericks,New York Knicks,109,117,-8,0,1
795,2021-05-01T00:00:00.000Z,Oklahoma City Thunder,Indiana Pacers,95,152,-57,0,1
796,2021-04-28T00:00:00.000Z,Miami Heat,San Antonio Spurs,116,111,5,1,0
797,2021-04-22T00:00:00.000Z,San Antonio Spurs,Detroit Pistons,106,91,15,1,0
798,2021-03-10T00:00:00.000Z,Dallas Mavericks,San Antonio Spurs,115,104,11,1,0
799,2021-04-03T00:00:00.000Z,Utah Jazz,Orlando Magic,137,91,46,1,0
800,2021-03-31T00:00:00.000Z,Boston Celtics,Dallas Mavericks,108,113,-5,0,1
801,2021-03-29T00:00:00.000Z,Oklahoma City Thunder,Dallas Mavericks,106,127,-21,0,1
802,2021-03-17T00:00:00.000Z,Chicago Bulls,San Antonio Spurs,99,106,-7,0,1
803,2021-03-15T00:00:00.000Z,Phoenix Suns,Memphis Grizzlies,122,99,23,1,0
804,2021-03-22T00:00:00.000Z,Cleveland Cavaliers,Sacramento Kings,105,119,-14,0,1
805,2021-04-05T00:00:00.000Z,Toronto Raptors,Washington Wizards,103,101,2,1,0
806,2021-03-13T00:00:00.000Z,Washington Wizards,Milwaukee Bucks,119,125,-6,0,1
807,2021-03-24T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,121,119,2,1,0
808,2021-03-12T00:00:00.000Z,Memphis Grizzlies,Denver Nuggets,102,103,-1,0,1
809,2021-03-11T00:00:00.000Z,Charlotte Hornets,Detroit Pistons,105,102,3,1,0
810,2021-03-11T00:00:00.000Z,Miami Heat,Orlando Magic,111,103,8,1,0
811,2021-03-11T00:00:00.000Z,Milwaukee Bucks,New York Knicks,134,101,33,1,0
812,2021-03-11T00:00:00.000Z,Sacramento Kings,Houston Rockets,125,105,20,1,0
813,2021-03-14T00:00:00.000Z,Atlanta Hawks,Cleveland Cavaliers,100,82,18,1,0
814,2021-04-07T00:00:00.000Z,Brooklyn Nets,New Orleans Pelicans,139,111,28,1,0
815,2021-05-07T00:00:00.000Z,Milwaukee Bucks,Houston Rockets,141,133,8,1,0
816,2021-04-09T00:00:00.000Z,Cleveland Cavaliers,Toronto Raptors,115,135,-20,0,1
817,2021-03-21T00:00:00.000Z,Phoenix Suns,Los Angeles Lakers,111,94,17,1,0
818,2021-04-02T00:00:00.000Z,Phoenix Suns,Oklahoma City Thunder,140,103,37,1,0
819,2021-04-10T00:00:00.000Z,Portland Trail Blazers,Detroit Pistons,118,103,15,1,0
820,2021-05-06T00:00:00.000Z,Golden State Warriors,Oklahoma City Thunder,118,97,21,1,0
821,2021-04-08T00:00:00.000Z,Dallas Mavericks,Milwaukee Bucks,116,101,15,1,0
822,2021-05-03T00:00:00.000Z,Utah Jazz,San Antonio Spurs,110,99,11,1,0
823,2021-04-30T00:00:00.000Z,Memphis Grizzlies,Orlando Magic,92,75,17,1,0
824,2021-04-12T00:00:00.000Z,Golden State Warriors,Denver Nuggets,116,107,9,1,0
825,2021-03-26T00:00:00.000Z,Utah Jazz,Memphis Grizzlies,117,114,3,1,0
826,2021-05-13T00:00:00.000Z,Miami Heat,Philadelphia 76ers,106,94,12,1,0
827,2021-04-28T00:00:00.000Z,Denver Nuggets,New Orleans Pelicans,114,112,2,1,0
828,2021-05-14T00:00:00.000Z,Houston Rockets,LA Clippers,122,115,7,1,0
829,2021-04-04T00:00:00.000Z,Denver Nuggets,Orlando Magic,119,109,10,1,0
830,2021-04-06T00:00:00.000Z,Miami Heat,Memphis Grizzlies,112,124,-12,0,1
831,2021-03-16T00:00:00.000Z,Boston Celtics,Utah Jazz,109,117,-8,0,1
832,2021-04-25T00:00:00.000Z,Atlanta Hawks,Milwaukee Bucks,111,104,7,1,0
833,2021-04-23T00:00:00.000Z,Houston Rockets,LA Clippers,104,109,-5,0,1
834,2021-03-19T00:00:00.000Z,Denver Nuggets,Chicago Bulls,131,127,4,1,0
835,2021-03-30T00:00:00.000Z,LA Clippers,Orlando Magic,96,103,-7,0,1
836,2021-03-27T00:00:00.000Z,New Orleans Pelicans,Dallas Mavericks,112,103,9,1,0
837,2021-04-21T00:00:00.000Z,LA Clippers,Memphis Grizzlies,117,105,12,1,0
838,2021-03-23T00:00:00.000Z,Portland Trail Blazers,Brooklyn Nets,112,116,-4,0,1
839,2021-04-16T00:00:00.000Z,Minnesota Timberwolves,Miami Heat,119,111,8,1,0
840,2021-04-26T00:00:00.000Z,Toronto Raptors,Cleveland Cavaliers,112,96,16,1,0
841,2021-04-11T00:00:00.000Z,New York Knicks,Toronto Raptors,102,96,6,1,0
842,2021-05-01T00:00:00.000Z,Atlanta Hawks,Chicago Bulls,108,97,11,1,0
843,2021-05-04T00:00:00.000Z,New Orleans Pelicans,Golden State Warriors,108,103,5,1,0
844,2021-04-13T00:00:00.000Z,Portland Trail Blazers,Boston Celtics,115,116,-1,0,1
845,2021-04-14T00:00:00.000Z,Toronto Raptors,San Antonio Spurs,117,112,5,1,0
846,2021-04-29T00:00:00.000Z,Oklahoma City Thunder,New Orleans Pelicans,95,109,-14,0,1
847,2021-04-24T00:00:00.000Z,Miami Heat,Chicago Bulls,106,101,5,1,0
848,2021-04-22T00:00:00.000Z,Milwaukee Bucks,Philadelphia 76ers,124,117,7,1,0
849,2021-05-11T00:00:00.000Z,Golden State Warriors,Phoenix Suns,122,116,6,1,0
850,2021-05-02T00:00:00.000Z,Los Angeles Lakers,Toronto Raptors,114,121,-7,0,1
851,2021-05-05T00:00:00.000Z,Atlanta Hawks,Phoenix Suns,135,103,32,1,0
852,2021-05-16T00:00:00.000Z,San Antonio Spurs,Phoenix Suns,121,123,-2,0,1
853,2021-05-16T00:00:00.000Z,New Orleans Pelicans,Los Angeles Lakers,98,110,-12,0,1
854,2021-05-12T00:00:00.000Z,Dallas Mavericks,New Orleans Pelicans,125,107,18,1,0
855,2021-04-03T00:00:00.000Z,Portland Trail Blazers,Oklahoma City Thunder,133,85,48,1,0
856,2021-04-11T00:00:00.000Z,LA Clippers,Detroit Pistons,131,124,7,1,0
857,2021-03-20T00:00:00.000Z,Philadelphia 76ers,Sacramento Kings,129,105,24,1,0
858,2021-04-06T00:00:00.000Z,LA Clippers,Portland Trail Blazers,133,116,17,1,0
