,Date,Home Team,Visitor Team,Home Team Score,Visitor Team Score
328,2021-01-09T00:00:00.000Z,Philadelphia 76ers,Denver Nuggets,103,115
329,2021-02-21T00:00:00.000Z,LA Clippers,Brooklyn Nets,108,112
330,2021-01-28T00:00:00.000Z,Houston Rockets,Portland Trail Blazers,104,101
331,2021-02-27T00:00:00.000Z,Oklahoma City Thunder,Denver Nuggets,96,126
332,2021-01-04T00:00:00.000Z,Miami Heat,Oklahoma City Thunder,118,90
333,2021-01-03T00:00:00.000Z,Phoenix Suns,LA Clippers,107,112
334,2021-01-01T00:00:00.000Z,Denver Nuggets,Phoenix Suns,103,106
335,2020-12-29T00:00:00.000Z,Indiana Pacers,Boston Celtics,111,116
336,2021-02-15T00:00:00.000Z,Sacramento Kings,Brooklyn Nets,106,136
337,2021-02-12T00:00:00.000Z,Denver Nuggets,Oklahoma City Thunder,97,95
338,2021-01-19T00:00:00.000Z,Utah Jazz,New Orleans Pelicans,118,102
339,2021-01-10T00:00:00.000Z,Minnesota Timberwolves,San Antonio Spurs,96,88
340,2021-02-01T00:00:00.000Z,Oklahoma City Thunder,Houston Rockets,106,136
341,2021-01-08T00:00:00.000Z,Boston Celtics,Washington Wizards,116,107
342,2021-01-23T00:00:00.000Z,Chicago Bulls,Los Angeles Lakers,90,101
343,2021-02-09T00:00:00.000Z,Utah Jazz,Boston Celtics,122,108
344,2021-01-20T00:00:00.000Z,Charlotte Hornets,Washington Wizards,119,97
345,2021-02-10T00:00:00.000Z,Memphis Grizzlies,Charlotte Hornets,130,114
346,2021-01-15T00:00:00.000Z,Milwaukee Bucks,Dallas Mavericks,112,109
347,2021-01-29T00:00:00.000Z,Washington Wizards,Atlanta Hawks,100,116
348,2021-02-05T00:00:00.000Z,Oklahoma City Thunder,Minnesota Timberwolves,103,106
349,2021-03-03T00:00:00.000Z,Philadelphia 76ers,Utah Jazz,131,123
350,2021-01-18T00:00:00.000Z,Toronto Raptors,Dallas Mavericks,116,93
351,2021-02-28T00:00:00.000Z,Miami Heat,Atlanta Hawks,109,99
352,2021-03-04T00:00:00.000Z,San Antonio Spurs,Oklahoma City Thunder,102,107
353,2021-02-22T00:00:00.000Z,Utah Jazz,Charlotte Hornets,132,110
354,2021-01-30T00:00:00.000Z,Golden State Warriors,Detroit Pistons,118,91
355,2021-02-13T00:00:00.000Z,Golden State Warriors,Brooklyn Nets,117,134
356,2021-02-16T00:00:00.000Z,Oklahoma City Thunder,Portland Trail Blazers,104,115
357,2021-02-17T00:00:00.000Z,Boston Celtics,Atlanta Hawks,114,122
358,2021-02-08T00:00:00.000Z,Denver Nuggets,Milwaukee Bucks,112,125
359,2021-02-26T00:00:00.000Z,Oklahoma City Thunder,Atlanta Hawks,118,109
360,2021-03-01T00:00:00.000Z,Chicago Bulls,Denver Nuggets,112,118
361,2021-02-19T00:00:00.000Z,Houston Rockets,Dallas Mavericks,102,93
362,2020-12-31T00:00:00.000Z,Toronto Raptors,New York Knicks,100,83
363,2021-01-09T00:00:00.000Z,Indiana Pacers,Phoenix Suns,117,125
364,2021-01-05T00:00:00.000Z,LA Clippers,San Antonio Spurs,113,116
365,2021-01-01T00:00:00.000Z,Milwaukee Bucks,Chicago Bulls,126,96
366,2021-01-15T00:00:00.000Z,Cleveland Cavaliers,New York Knicks,106,103
367,2021-01-22T00:00:00.000Z,Cleveland Cavaliers,Brooklyn Nets,125,113
368,2021-01-03T00:00:00.000Z,Brooklyn Nets,Washington Wizards,122,123
369,2021-01-02T00:00:00.000Z,Orlando Magic,Oklahoma City Thunder,99,108
370,2021-01-04T00:00:00.000Z,Toronto Raptors,Boston Celtics,114,126
371,2021-02-01T00:00:00.000Z,Atlanta Hawks,Los Angeles Lakers,99,107
372,2020-12-30T00:00:00.000Z,Miami Heat,Milwaukee Bucks,119,108
373,2021-02-12T00:00:00.000Z,Washington Wizards,New York Knicks,91,109
374,2021-01-08T00:00:00.000Z,Golden State Warriors,LA Clippers,115,105
375,2021-02-14T00:00:00.000Z,Boston Celtics,Detroit Pistons,102,108
376,2020-12-29T00:00:00.000Z,Miami Heat,Milwaukee Bucks,97,144
377,2021-02-11T00:00:00.000Z,Houston Rockets,Miami Heat,94,101
378,2021-01-10T00:00:00.000Z,New York Knicks,Denver Nuggets,89,114
379,2021-01-11T00:00:00.000Z,Orlando Magic,Milwaukee Bucks,99,121
380,2021-01-16T00:00:00.000Z,Memphis Grizzlies,Philadelphia 76ers,106,104
381,2021-01-25T00:00:00.000Z,Dallas Mavericks,Denver Nuggets,113,117
382,2021-01-06T00:00:00.000Z,Orlando Magic,Cleveland Cavaliers,105,94
383,2021-01-29T00:00:00.000Z,San Antonio Spurs,Denver Nuggets,119,109
384,2021-01-18T00:00:00.000Z,Memphis Grizzlies,Phoenix Suns,108,104
385,2021-01-17T00:00:00.000Z,Boston Celtics,New York Knicks,75,105
386,2021-02-02T00:00:00.000Z,Utah Jazz,Detroit Pistons,117,105
387,2021-02-21T00:00:00.000Z,Cleveland Cavaliers,Oklahoma City Thunder,101,117
388,2021-01-30T00:00:00.000Z,Chicago Bulls,Portland Trail Blazers,122,123
389,2021-02-22T00:00:00.000Z,Houston Rockets,Chicago Bulls,100,120
390,2021-01-20T00:00:00.000Z,Toronto Raptors,Miami Heat,102,111
391,2021-02-23T00:00:00.000Z,Brooklyn Nets,Sacramento Kings,127,118
392,2021-02-03T00:00:00.000Z,Cleveland Cavaliers,LA Clippers,99,121
393,2021-02-05T00:00:00.000Z,Indiana Pacers,New Orleans Pelicans,113,114
394,2021-02-07T00:00:00.000Z,Phoenix Suns,Boston Celtics,100,91
395,2021-01-31T00:00:00.000Z,Toronto Raptors,Orlando Magic,115,102
396,2021-02-04T00:00:00.000Z,Atlanta Hawks,Utah Jazz,91,112
397,2021-02-06T00:00:00.000Z,Orlando Magic,Chicago Bulls,92,118
398,2021-02-24T00:00:00.000Z,Atlanta Hawks,Boston Celtics,127,112
399,2021-02-25T00:00:00.000Z,Brooklyn Nets,Orlando Magic,129,92
400,2021-02-08T00:00:00.000Z,Chicago Bulls,Washington Wizards,101,105
401,2021-02-26T00:00:00.000Z,Chicago Bulls,Phoenix Suns,97,106
402,2021-02-27T00:00:00.000Z,New York Knicks,Indiana Pacers,110,107
403,2021-02-09T00:00:00.000Z,Miami Heat,New York Knicks,98,96
404,2021-02-19T00:00:00.000Z,Memphis Grizzlies,Detroit Pistons,109,95
405,2021-02-10T00:00:00.000Z,Brooklyn Nets,Indiana Pacers,104,94
406,2021-02-15T00:00:00.000Z,New York Knicks,Atlanta Hawks,123,112
407,2021-02-20T00:00:00.000Z,Houston Rockets,Indiana Pacers,124,132
408,2021-01-27T00:00:00.000Z,Memphis Grizzlies,Chicago Bulls,101,90
409,2021-02-28T00:00:00.000Z,Toronto Raptors,Chicago Bulls,113,122
410,2021-02-13T00:00:00.000Z,Atlanta Hawks,Indiana Pacers,113,125
411,2021-03-04T00:00:00.000Z,Indiana Pacers,Denver Nuggets,103,113
412,2021-03-01T00:00:00.000Z,Philadelphia 76ers,Indiana Pacers,130,114
413,2021-03-02T00:00:00.000Z,Boston Celtics,LA Clippers,117,112
414,2021-03-03T00:00:00.000Z,Orlando Magic,Atlanta Hawks,112,115
415,2021-02-17T00:00:00.000Z,Cleveland Cavaliers,San Antonio Spurs,110,116
416,2021-02-16T00:00:00.000Z,Detroit Pistons,San Antonio Spurs,99,109
417,2021-02-26T00:00:00.000Z,Los Angeles Lakers,Portland Trail Blazers,102,93
418,2020-12-31T00:00:00.000Z,Oklahoma City Thunder,New Orleans Pelicans,80,113
419,2021-01-21T00:00:00.000Z,Milwaukee Bucks,Los Angeles Lakers,106,113
420,2021-01-06T00:00:00.000Z,Phoenix Suns,Toronto Raptors,123,115
421,2021-02-07T00:00:00.000Z,Indiana Pacers,Utah Jazz,95,103
422,2021-01-03T00:00:00.000Z,Chicago Bulls,Dallas Mavericks,118,108
423,2021-01-28T00:00:00.000Z,Phoenix Suns,Golden State Warriors,114,93
424,2021-01-29T00:00:00.000Z,New York Knicks,Cleveland Cavaliers,102,81
425,2020-12-29T00:00:00.000Z,Sacramento Kings,Denver Nuggets,125,115
426,2021-02-28T00:00:00.000Z,Sacramento Kings,Charlotte Hornets,126,127
427,2021-02-08T00:00:00.000Z,Dallas Mavericks,Minnesota Timberwolves,127,122
428,2021-01-22T00:00:00.000Z,Indiana Pacers,Orlando Magic,120,118
429,2021-01-22T00:00:00.000Z,LA Clippers,Oklahoma City Thunder,120,106
430,2021-01-02T00:00:00.000Z,New Orleans Pelicans,Toronto Raptors,120,116
431,2021-01-07T00:00:00.000Z,Portland Trail Blazers,Minnesota Timberwolves,135,117
432,2021-01-01T00:00:00.000Z,San Antonio Spurs,Los Angeles Lakers,103,109
433,2021-01-27T00:00:00.000Z,Miami Heat,Denver Nuggets,82,109
434,2021-01-27T00:00:00.000Z,Phoenix Suns,Oklahoma City Thunder,97,102
435,2020-12-30T00:00:00.000Z,Boston Celtics,Memphis Grizzlies,126,107
436,2021-02-18T00:00:00.000Z,Los Angeles Lakers,Brooklyn Nets,98,109
437,2021-01-20T00:00:00.000Z,Philadelphia 76ers,Boston Celtics,117,109
438,2021-01-04T00:00:00.000Z,New Orleans Pelicans,Indiana Pacers,116,118
439,2021-01-18T00:00:00.000Z,Los Angeles Lakers,Golden State Warriors,113,115
440,2021-02-10T00:00:00.000Z,Denver Nuggets,Cleveland Cavaliers,133,95
441,2021-01-23T00:00:00.000Z,Brooklyn Nets,Miami Heat,128,124
442,2021-02-09T00:00:00.000Z,Portland Trail Blazers,Orlando Magic,106,97
443,2021-03-03T00:00:00.000Z,Sacramento Kings,Los Angeles Lakers,123,120
444,2021-01-08T00:00:00.000Z,Houston Rockets,Orlando Magic,132,90
445,2021-01-24T00:00:00.000Z,San Antonio Spurs,Washington Wizards,121,101
446,2021-02-19T00:00:00.000Z,Philadelphia 76ers,Chicago Bulls,112,105
447,2021-02-12T00:00:00.000Z,Utah Jazz,Milwaukee Bucks,129,115
448,2021-01-25T00:00:00.000Z,Cleveland Cavaliers,Los Angeles Lakers,108,115
449,2021-02-02T00:00:00.000Z,Orlando Magic,Toronto Raptors,108,123
450,2021-02-03T00:00:00.000Z,Miami Heat,Washington Wizards,100,103
451,2021-02-14T00:00:00.000Z,Phoenix Suns,Orlando Magic,109,90
452,2021-02-21T00:00:00.000Z,Milwaukee Bucks,Sacramento Kings,128,115
453,2021-02-20T00:00:00.000Z,Portland Trail Blazers,Washington Wizards,111,118
454,2021-02-01T00:00:00.000Z,Denver Nuggets,Detroit Pistons,134,119
455,2021-02-06T00:00:00.000Z,Dallas Mavericks,Golden State Warriors,134,132
456,2021-02-17T00:00:00.000Z,Dallas Mavericks,Detroit Pistons,127,117
457,2021-02-23T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,111,106
458,2021-02-24T00:00:00.000Z,Utah Jazz,Los Angeles Lakers,114,89
459,2021-01-20T00:00:00.000Z,Portland Trail Blazers,Memphis Grizzlies,128,130
460,2021-01-15T00:00:00.000Z,Minnesota Timberwolves,Memphis Grizzlies,135,139
461,2021-01-11T00:00:00.000Z,Cleveland Cavaliers,Memphis Grizzlies,91,101
462,2021-01-21T00:00:00.000Z,Utah Jazz,New Orleans Pelicans,129,118
463,2021-02-10T00:00:00.000Z,Dallas Mavericks,Atlanta Hawks,118,117
464,2020-12-30T00:00:00.000Z,San Antonio Spurs,Los Angeles Lakers,107,121
465,2021-01-09T00:00:00.000Z,Minnesota Timberwolves,San Antonio Spurs,122,125
466,2020-12-31T00:00:00.000Z,Orlando Magic,Philadelphia 76ers,92,116
467,2021-01-29T00:00:00.000Z,Oklahoma City Thunder,Brooklyn Nets,125,147
468,2021-01-27T00:00:00.000Z,Cleveland Cavaliers,Detroit Pistons,122,107
469,2021-01-20T00:00:00.000Z,LA Clippers,Sacramento Kings,115,96
470,2021-01-06T00:00:00.000Z,Miami Heat,Boston Celtics,105,107
471,2021-01-04T00:00:00.000Z,Golden State Warriors,Sacramento Kings,137,106
472,2021-01-06T00:00:00.000Z,Sacramento Kings,Chicago Bulls,128,124
473,2021-01-25T00:00:00.000Z,Chicago Bulls,Boston Celtics,103,119
474,2021-02-16T00:00:00.000Z,Phoenix Suns,Brooklyn Nets,124,128
475,2021-01-15T00:00:00.000Z,Boston Celtics,Orlando Magic,124,97
476,2021-02-06T00:00:00.000Z,Oklahoma City Thunder,Minnesota Timberwolves,120,118
477,2021-01-24T00:00:00.000Z,Boston Celtics,Cleveland Cavaliers,141,103
478,2021-02-08T00:00:00.000Z,Phoenix Suns,Cleveland Cavaliers,119,113
479,2021-02-26T00:00:00.000Z,Memphis Grizzlies,LA Clippers,99,119
480,2021-01-01T00:00:00.000Z,Detroit Pistons,Boston Celtics,96,93
481,2021-01-05T00:00:00.000Z,Brooklyn Nets,Utah Jazz,130,96
482,2021-01-07T00:00:00.000Z,Brooklyn Nets,Philadelphia 76ers,122,109
483,2021-02-20T00:00:00.000Z,Chicago Bulls,Sacramento Kings,122,114
484,2021-02-22T00:00:00.000Z,Oklahoma City Thunder,Miami Heat,94,108
485,2021-02-24T00:00:00.000Z,Chicago Bulls,Minnesota Timberwolves,133,126
486,2021-01-17T00:00:00.000Z,Sacramento Kings,New Orleans Pelicans,123,128
487,2021-01-23T00:00:00.000Z,Phoenix Suns,Denver Nuggets,112,120
488,2021-03-01T00:00:00.000Z,New Orleans Pelicans,Utah Jazz,129,124
489,2021-01-08T00:00:00.000Z,New Orleans Pelicans,Charlotte Hornets,110,118
490,2021-02-12T00:00:00.000Z,Boston Celtics,Toronto Raptors,120,106
491,2021-02-11T00:00:00.000Z,Portland Trail Blazers,Philadelphia 76ers,118,114
492,2021-01-31T00:00:00.000Z,Indiana Pacers,Philadelphia 76ers,110,119
493,2021-01-18T00:00:00.000Z,New York Knicks,Orlando Magic,91,84
494,2021-01-16T00:00:00.000Z,Toronto Raptors,Charlotte Hornets,116,113
495,2021-02-13T00:00:00.000Z,Utah Jazz,Miami Heat,112,94
496,2021-01-22T00:00:00.000Z,Detroit Pistons,Houston Rockets,102,103
497,2021-02-04T00:00:00.000Z,Memphis Grizzlies,Houston Rockets,103,115
498,2021-02-17T00:00:00.000Z,Minnesota Timberwolves,Indiana Pacers,128,134
499,2021-02-17T00:00:00.000Z,LA Clippers,Utah Jazz,96,114
500,2021-01-30T00:00:00.000Z,Miami Heat,Sacramento Kings,105,104
501,2021-02-19T00:00:00.000Z,Charlotte Hornets,Denver Nuggets,112,117
502,2021-02-01T00:00:00.000Z,New Orleans Pelicans,Sacramento Kings,109,118
503,2021-01-26T00:00:00.000Z,Utah Jazz,New York Knicks,108,94
504,2021-02-09T00:00:00.000Z,New Orleans Pelicans,Houston Rockets,130,101
505,2021-02-27T00:00:00.000Z,San Antonio Spurs,New Orleans Pelicans,117,114
506,2021-02-03T00:00:00.000Z,New Orleans Pelicans,Phoenix Suns,123,101
507,2021-02-05T00:00:00.000Z,Cleveland Cavaliers,Milwaukee Bucks,105,123
508,2021-02-21T00:00:00.000Z,Orlando Magic,Detroit Pistons,105,96
509,2021-03-02T00:00:00.000Z,Los Angeles Lakers,Phoenix Suns,104,114
510,2021-02-14T00:00:00.000Z,Oklahoma City Thunder,Milwaukee Bucks,114,109
511,2021-02-23T00:00:00.000Z,Milwaukee Bucks,Minnesota Timberwolves,139,112
512,2021-02-25T00:00:00.000Z,New York Knicks,Sacramento Kings,140,121
513,2021-02-15T00:00:00.000Z,Washington Wizards,Houston Rockets,131,119
514,2021-02-18T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors,96,110
515,2021-02-28T00:00:00.000Z,Minnesota Timberwolves,Phoenix Suns,99,118
516,2021-03-03T00:00:00.000Z,Dallas Mavericks,Oklahoma City Thunder,87,78
517,2021-03-04T00:00:00.000Z,Memphis Grizzlies,Milwaukee Bucks,111,112
518,2021-01-18T00:00:00.000Z,Atlanta Hawks,Minnesota Timberwolves,108,97
519,2021-01-31T00:00:00.000Z,Minnesota Timberwolves,Cleveland Cavaliers,109,104
520,2021-02-19T00:00:00.000Z,New Orleans Pelicans,Phoenix Suns,114,132
521,2021-02-05T00:00:00.000Z,Phoenix Suns,Detroit Pistons,109,92
522,2021-02-24T00:00:00.000Z,Miami Heat,Toronto Raptors,116,108
523,2020-12-31T00:00:00.000Z,Washington Wizards,Chicago Bulls,130,133
524,2020-12-30T00:00:00.000Z,Dallas Mavericks,Charlotte Hornets,99,118
525,2021-01-04T00:00:00.000Z,Atlanta Hawks,New York Knicks,108,113
526,2021-01-02T00:00:00.000Z,Atlanta Hawks,Cleveland Cavaliers,91,96
527,2021-02-28T00:00:00.000Z,Detroit Pistons,New York Knicks,90,109
528,2021-02-16T00:00:00.000Z,Memphis Grizzlies,New Orleans Pelicans,113,144
529,2021-01-22T00:00:00.000Z,Toronto Raptors,Miami Heat,101,81
530,2021-02-02T00:00:00.000Z,Golden State Warriors,Boston Celtics,107,111
531,2021-01-05T00:00:00.000Z,Denver Nuggets,Minnesota Timberwolves,123,116
532,2021-01-06T00:00:00.000Z,Philadelphia 76ers,Washington Wizards,141,136
533,2021-01-01T00:00:00.000Z,Brooklyn Nets,Atlanta Hawks,96,114
534,2021-01-16T00:00:00.000Z,Miami Heat,Detroit Pistons,100,120
535,2021-02-10T00:00:00.000Z,Chicago Bulls,New Orleans Pelicans,129,116
536,2021-01-30T00:00:00.000Z,Dallas Mavericks,Phoenix Suns,105,111
537,2021-01-08T00:00:00.000Z,Los Angeles Lakers,Chicago Bulls,117,115
538,2021-01-03T00:00:00.000Z,Minnesota Timberwolves,Denver Nuggets,109,124
539,2021-02-08T00:00:00.000Z,Memphis Grizzlies,Toronto Raptors,113,128
540,2021-02-22T00:00:00.000Z,Dallas Mavericks,Memphis Grizzlies,102,92
541,2021-01-17T00:00:00.000Z,Oklahoma City Thunder,Philadelphia 76ers,93,117
542,2021-02-12T00:00:00.000Z,Atlanta Hawks,San Antonio Spurs,114,125
543,2021-01-09T00:00:00.000Z,Washington Wizards,Miami Heat,124,128
544,2021-01-27T00:00:00.000Z,Philadelphia 76ers,Los Angeles Lakers,107,106
545,2021-02-25T00:00:00.000Z,Memphis Grizzlies,LA Clippers,122,94
546,2021-01-20T00:00:00.000Z,Minnesota Timberwolves,Orlando Magic,96,97
547,2021-02-06T00:00:00.000Z,Atlanta Hawks,Toronto Raptors,132,121
548,2021-01-10T00:00:00.000Z,LA Clippers,Chicago Bulls,130,127
549,2021-01-11T00:00:00.000Z,Atlanta Hawks,Philadelphia 76ers,112,94
550,2021-02-01T00:00:00.000Z,Miami Heat,Charlotte Hornets,121,129
551,2021-02-20T00:00:00.000Z,Los Angeles Lakers,Miami Heat,94,96
552,2021-01-29T00:00:00.000Z,Minnesota Timberwolves,Philadelphia 76ers,94,118
553,2021-03-01T00:00:00.000Z,Portland Trail Blazers,Charlotte Hornets,123,111
554,2021-01-25T00:00:00.000Z,Golden State Warriors,Minnesota Timberwolves,130,108
555,2021-02-14T00:00:00.000Z,Denver Nuggets,Los Angeles Lakers,122,105
556,2021-02-11T00:00:00.000Z,Golden State Warriors,Orlando Magic,111,105
557,2021-02-03T00:00:00.000Z,Milwaukee Bucks,Indiana Pacers,130,110
558,2021-02-09T00:00:00.000Z,Sacramento Kings,Philadelphia 76ers,111,119
559,2021-02-07T00:00:00.000Z,LA Clippers,Sacramento Kings,110,113
560,2021-02-26T00:00:00.000Z,Toronto Raptors,Houston Rockets,122,111
561,2021-02-23T00:00:00.000Z,Orlando Magic,Detroit Pistons,93,105
562,2021-02-15T00:00:00.000Z,LA Clippers,Miami Heat,125,118
563,2021-02-17T00:00:00.000Z,Washington Wizards,Denver Nuggets,130,128
564,2021-02-21T00:00:00.000Z,Toronto Raptors,Philadelphia 76ers,110,103
565,2021-03-02T00:00:00.000Z,San Antonio Spurs,New York Knicks,119,93
566,2021-02-27T00:00:00.000Z,Washington Wizards,Minnesota Timberwolves,128,112
567,2021-03-03T00:00:00.000Z,Houston Rockets,Brooklyn Nets,114,132
568,2021-01-15T00:00:00.000Z,Phoenix Suns,Golden State Warriors,120,98
569,2021-03-04T00:00:00.000Z,New Orleans Pelicans,Miami Heat,93,103
570,2021-01-04T00:00:00.000Z,Houston Rockets,Dallas Mavericks,100,113
571,2021-02-23T00:00:00.000Z,Dallas Mavericks,Boston Celtics,110,107
572,2021-01-13T00:00:00.000Z,Charlotte Hornets,Dallas Mavericks,93,104
573,2021-01-15T00:00:00.000Z,Los Angeles Lakers,New Orleans Pelicans,112,95
574,2021-01-20T00:00:00.000Z,Indiana Pacers,Dallas Mavericks,112,124
575,2021-02-19T00:00:00.000Z,LA Clippers,Utah Jazz,116,112
576,2021-01-29T00:00:00.000Z,Toronto Raptors,Sacramento Kings,124,126
577,2021-02-26T00:00:00.000Z,Golden State Warriors,Charlotte Hornets,130,121
578,2021-02-21T00:00:00.000Z,Atlanta Hawks,Denver Nuggets,123,115
579,2021-01-24T00:00:00.000Z,Milwaukee Bucks,Atlanta Hawks,129,115
580,2021-02-14T00:00:00.000Z,LA Clippers,Cleveland Cavaliers,128,111
581,2021-02-06T00:00:00.000Z,Houston Rockets,San Antonio Spurs,106,111
582,2021-01-09T00:00:00.000Z,Sacramento Kings,Portland Trail Blazers,99,125
583,2021-02-01T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies,102,133
584,2021-01-08T00:00:00.000Z,New York Knicks,Oklahoma City Thunder,89,101
585,2021-01-18T00:00:00.000Z,Chicago Bulls,Houston Rockets,125,120
586,2020-12-31T00:00:00.000Z,Utah Jazz,Phoenix Suns,95,106
587,2021-01-10T00:00:00.000Z,Houston Rockets,Los Angeles Lakers,102,120
588,2021-01-11T00:00:00.000Z,Portland Trail Blazers,Toronto Raptors,112,111
589,2021-01-07T00:00:00.000Z,Los Angeles Lakers,San Antonio Spurs,109,118
590,2021-01-06T00:00:00.000Z,New Orleans Pelicans,Oklahoma City Thunder,110,111
591,2021-01-01T00:00:00.000Z,Minnesota Timberwolves,Washington Wizards,109,130
592,2021-02-03T00:00:00.000Z,Atlanta Hawks,Dallas Mavericks,116,122
593,2021-01-03T00:00:00.000Z,Golden State Warriors,Portland Trail Blazers,137,122
594,2021-01-22T00:00:00.000Z,Portland Trail Blazers,Memphis Grizzlies,113,120
595,2021-02-28T00:00:00.000Z,Los Angeles Lakers,Golden State Warriors,117,91
596,2021-02-05T00:00:00.000Z,Miami Heat,Washington Wizards,122,95
597,2021-02-22T00:00:00.000Z,Los Angeles Lakers,Washington Wizards,124,127
598,2021-01-27T00:00:00.000Z,San Antonio Spurs,Boston Celtics,110,106
599,2021-01-25T00:00:00.000Z,Memphis Grizzlies,Sacramento Kings,107,106
600,2021-01-23T00:00:00.000Z,Detroit Pistons,Philadelphia 76ers,110,114
601,2021-02-24T00:00:00.000Z,Oklahoma City Thunder,San Antonio Spurs,102,99
602,2021-02-17T00:00:00.000Z,New Orleans Pelicans,Portland Trail Blazers,124,126
603,2021-02-02T00:00:00.000Z,Indiana Pacers,Memphis Grizzlies,134,116
604,2021-02-12T00:00:00.000Z,Portland Trail Blazers,Cleveland Cavaliers,129,110
605,2021-01-22T00:00:00.000Z,Milwaukee Bucks,Washington Wizards,135,134
606,2021-03-03T00:00:00.000Z,Portland Trail Blazers,Golden State Warriors,108,106
607,2021-02-20T00:00:00.000Z,New York Knicks,San Antonio Spurs,102,98
608,2021-01-20T00:00:00.000Z,Cleveland Cavaliers,Brooklyn Nets,147,135
609,2021-01-08T00:00:00.000Z,Memphis Grizzlies,Brooklyn Nets,115,110
610,2021-01-25T00:00:00.000Z,New Orleans Pelicans,San Antonio Spurs,108,110
611,2021-02-19T00:00:00.000Z,Orlando Magic,Golden State Warriors,124,120
612,2021-01-29T00:00:00.000Z,Utah Jazz,Dallas Mavericks,120,101
613,2021-01-10T00:00:00.000Z,Golden State Warriors,Toronto Raptors,106,105
614,2021-01-11T00:00:00.000Z,Sacramento Kings,Indiana Pacers,127,122
615,2021-01-15T00:00:00.000Z,Sacramento Kings,LA Clippers,100,138
616,2021-02-07T00:00:00.000Z,Charlotte Hornets,Portland Trail Blazers,109,101
617,2021-01-25T00:00:00.000Z,Portland Trail Blazers,Oklahoma City Thunder,122,125
618,2021-01-26T00:00:00.000Z,Atlanta Hawks,LA Clippers,108,99
619,2021-01-06T00:00:00.000Z,Golden State Warriors,LA Clippers,101,108
620,2021-02-12T00:00:00.000Z,Los Angeles Lakers,Memphis Grizzlies,115,105
621,2021-02-10T00:00:00.000Z,Phoenix Suns,Milwaukee Bucks,125,124
622,2021-02-08T00:00:00.000Z,San Antonio Spurs,Golden State Warriors,105,100
623,2021-01-16T00:00:00.000Z,San Antonio Spurs,Houston Rockets,103,91
624,2021-01-09T00:00:00.000Z,Milwaukee Bucks,Cleveland Cavaliers,100,90
625,2021-01-17T00:00:00.000Z,LA Clippers,Indiana Pacers,129,96
626,2021-01-18T00:00:00.000Z,Brooklyn Nets,Milwaukee Bucks,125,123
627,2021-01-19T00:00:00.000Z,Denver Nuggets,Oklahoma City Thunder,119,101
628,2021-01-01T00:00:00.000Z,Golden State Warriors,Portland Trail Blazers,98,123
629,2021-01-30T00:00:00.000Z,Charlotte Hornets,Milwaukee Bucks,126,114
630,2021-02-05T00:00:00.000Z,LA Clippers,Boston Celtics,115,119
631,2021-02-01T00:00:00.000Z,Dallas Mavericks,Phoenix Suns,108,109
632,2021-01-22T00:00:00.000Z,Phoenix Suns,Denver Nuggets,126,130
633,2021-01-23T00:00:00.000Z,Minnesota Timberwolves,New Orleans Pelicans,120,110
634,2021-02-03T00:00:00.000Z,Sacramento Kings,Boston Celtics,116,111
635,2021-01-27T00:00:00.000Z,Orlando Magic,Sacramento Kings,107,121
636,2021-02-18T00:00:00.000Z,Sacramento Kings,Miami Heat,110,118
637,2021-02-17T00:00:00.000Z,Golden State Warriors,Miami Heat,120,112
638,2021-02-06T00:00:00.000Z,New York Knicks,Portland Trail Blazers,110,99
639,2021-02-06T00:00:00.000Z,Los Angeles Lakers,Detroit Pistons,135,129
640,2021-01-24T00:00:00.000Z,Memphis Grizzlies,Sacramento Kings,116,110
641,2021-02-28T00:00:00.000Z,Houston Rockets,Memphis Grizzlies,84,133
642,2021-02-08T00:00:00.000Z,Los Angeles Lakers,Oklahoma City Thunder,119,112
643,2021-01-30T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies,112,129
644,2021-02-23T00:00:00.000Z,LA Clippers,Washington Wizards,135,116
645,2021-01-03T00:00:00.000Z,San Antonio Spurs,Utah Jazz,109,130
646,2021-02-15T00:00:00.000Z,Utah Jazz,Philadelphia 76ers,134,123
647,2021-01-05T00:00:00.000Z,Portland Trail Blazers,Chicago Bulls,108,111
648,2021-02-14T00:00:00.000Z,Sacramento Kings,Memphis Grizzlies,110,124
649,2021-02-04T00:00:00.000Z,Dallas Mavericks,Golden State Warriors,116,147
650,2021-03-01T00:00:00.000Z,San Antonio Spurs,Brooklyn Nets,113,124
651,2021-01-20T00:00:00.000Z,Golden State Warriors,San Antonio Spurs,121,99
652,2021-01-02T00:00:00.000Z,Indiana Pacers,New York Knicks,102,106
653,2021-01-01T00:00:00.000Z,Utah Jazz,LA Clippers,106,100
654,2021-01-31T00:00:00.000Z,Washington Wizards,Brooklyn Nets,149,146
655,2021-02-09T00:00:00.000Z,San Antonio Spurs,Golden State Warriors,91,114
656,2021-01-06T00:00:00.000Z,Atlanta Hawks,Charlotte Hornets,94,102
657,2021-01-24T00:00:00.000Z,Portland Trail Blazers,New York Knicks,116,113
658,2021-02-10T00:00:00.000Z,Minnesota Timberwolves,LA Clippers,112,119
659,2021-02-01T00:00:00.000Z,Milwaukee Bucks,Portland Trail Blazers,134,106
